Date,Active Energy,Flights Climbed,Step Count,Walking + Running Distance,School Period
2024-05-11,250.624,10.0,8904.0,6.4395185999999995,Sophomore First Term
2024-05-12,145.848,,6516.0,4.113556,Sophomore First Term
2024-05-13,141.072,2.0,5810.0,3.66134,Sophomore First Term
2024-05-14,232.755,9.0,8178.0,5.413842,Sophomore First Term
2024-05-15,214.251,11.0,7246.0,5.07254,Sophomore First Term
2024-05-16,378.824,10.0,12314.0,8.6841059,Sophomore First Term
2024-05-17,396.977,19.0,11632.0,8.32861,Sophomore First Term
2024-05-18,528.534,14.0,15074.0,11.010972,Sophomore First Term
2024-05-19,417.04,8.0,14441.0,10.112684999999999,Sophomore First Term
2024-05-20,168.936,5.0,5797.0,3.95657,Sophomore First Term
2024-05-21,160.007,7.0,5395.0,3.65878,Sophomore First Term
2024-05-22,105.309,4.0,3871.0,2.6766900000000002,Sophomore First Term
2024-05-23,106.607,3.0,3438.0,2.49577,Sophomore First Term
2024-05-24,166.007,8.0,5547.0,3.806356,Sophomore First Term
2024-05-25,291.705,11.0,9438.0,6.375255,Sophomore First Term
2024-05-26,254.43200000000002,12.0,8345.0,5.838825,Sophomore First Term
2024-05-27,247.351,12.0,8906.0,6.043477,Sophomore First Term
2024-05-28,303.104,12.0,9690.0,6.632764,Sophomore First Term
2024-05-29,290.721,11.0,9735.0,6.704383,Sophomore First Term
2024-05-30,349.601,18.0,11677.0,8.0378077,Sophomore First Term
2024-05-31,245.267,11.0,8666.0,5.6799290000000004,Sophomore First Term
2024-06-01,235.142,6.0,8993.0,6.01221,Sophomore First Term
2024-06-02,262.218,10.0,8889.0,5.98496,Sophomore First Term
2024-06-03,309.316,9.0,10507.0,7.21422,Sophomore First Term
2024-06-04,363.83,13.0,11642.0,8.049469,Sophomore First Term
2024-06-05,421.262,20.0,13690.0,9.20835,Sophomore First Term
2024-06-06,302.757,11.0,9583.0,6.556352,Sophomore First Term
2024-06-07,413.604,23.0,13121.0,9.11224,Sophomore First Term
2024-06-08,243.979,11.0,8275.0,5.749326,Sophomore First Term
2024-06-09,327.873,16.0,10452.0,7.233568,Sophomore First Term
2024-06-10,277.982,11.0,8661.0,6.370745,Sophomore First Term
2024-09-25,389.14,20.0,11029.0,7.460464,Sophomore Second Term
2024-09-26,214.712,16.0,6799.0,4.5374870000000005,Sophomore Second Term
2024-09-27,298.255,21.0,9569.0,6.32802,Sophomore Second Term
2024-09-28,262.343,13.0,8623.0,5.994327,Sophomore Second Term
2024-09-29,151.453,11.0,4937.0,3.381636,Sophomore Second Term
2024-09-30,174.65,14.0,5597.0,3.74357,Sophomore Second Term
2024-10-01,249.896,21.0,6989.0,4.8449741,Sophomore Second Term
2024-10-02,271.972,16.0,8323.0,5.685726,Sophomore Second Term
2024-10-03,191.603,17.0,5116.0,3.6044223,Sophomore Second Term
2024-10-04,340.099,17.0,10613.0,7.3216391,Sophomore Second Term
2024-10-05,278.351,18.0,7840.0,5.220633,Sophomore Second Term
2024-10-06,123.437,3.0,4256.0,2.850468,Sophomore Second Term
2024-10-07,258.373,18.0,7313.0,4.86568,Sophomore Second Term
2024-10-08,286.697,15.0,8942.0,5.9737,Sophomore Second Term
2024-10-09,266.927,16.0,7942.0,5.41284,Sophomore Second Term
2024-10-10,328.471,19.0,10852.0,7.443644,Sophomore Second Term
2024-10-11,228.826,5.0,8813.0,5.9014448,Sophomore Second Term
2024-10-12,217.99699999999999,16.0,6346.0,4.378004,Sophomore Second Term
2024-10-13,178.484,14.0,5382.0,3.62225,Sophomore Second Term
2024-10-14,228.524,17.0,6505.0,4.650479,Sophomore Second Term
2024-10-15,337.262,28.0,8414.0,5.7692746,Sophomore Second Term
2024-10-16,232.34,9.0,7468.0,5.293051,Sophomore Second Term
2024-10-17,202.212,9.0,6417.0,4.64068,Sophomore Second Term
2024-10-18,226.518,11.0,6875.0,5.041951,Sophomore Second Term
2024-10-19,192.929,13.0,5414.0,3.974573,Sophomore Second Term
2024-10-20,291.804,12.0,8396.0,6.172097,Sophomore Second Term
2024-10-21,148.525,7.0,4603.0,3.34973,Sophomore Second Term
2024-10-22,239.263,24.0,5738.0,4.24836,Sophomore Second Term
2024-10-23,157.167,9.0,4493.0,3.364508,Sophomore Second Term
2024-10-24,198.377,7.0,6561.0,4.65322,Sophomore Second Term
2024-10-25,49.142,3.0,1964.0,1.41025,Sophomore Second Term
2024-10-26,43.616,8.0,1678.0,1.19359,Sophomore Second Term
2024-10-27,92.017,7.0,3773.0,2.5870237,Sophomore Second Term
2024-10-28,99.205,9.0,3909.0,2.79051,Sophomore Second Term
2024-10-29,55.791,5.0,2366.0,1.632433,Sophomore Second Term
2024-10-30,149.57399999999998,12.0,4935.0,3.58599,Sophomore Second Term
2024-10-31,209.776,12.0,6712.0,4.773275,Sophomore Second Term
2024-11-01,225.534,13.0,6534.0,4.58678,Sophomore Second Term
2024-11-02,177.843,11.0,5946.0,4.23721,Sophomore Second Term
2024-11-03,256.755,20.0,6594.0,4.815894,Sophomore Second Term
2024-11-04,199.164,13.0,5525.0,4.10449,Sophomore Second Term
2024-11-05,229.869,21.0,5859.0,4.45637,Sophomore Second Term
2024-11-06,168.977,6.0,5433.0,3.944869,Sophomore Second Term
2024-11-07,230.841,10.0,6806.0,4.8441249,Sophomore Second Term
2024-11-08,208.947,12.0,5826.0,4.22384,Sophomore Second Term
2024-11-09,232.278,11.0,6733.0,4.966979,Sophomore Second Term
2024-11-10,178.286,15.0,4505.0,3.308818,Sophomore Second Term
2024-11-11,164.815,17.0,4629.0,3.38296,Sophomore Second Term
2024-11-12,220.452,13.0,5952.0,4.46957,Sophomore Second Term
2024-11-13,306.735,16.0,8637.0,6.35388,Sophomore Second Term
2024-11-14,205.549,9.0,6397.0,4.5640600000000004,Sophomore Second Term
2024-11-15,210.11,8.0,6912.0,5.03557,Sophomore Second Term
2024-11-16,232.085,15.0,6937.0,5.15898,Sophomore Second Term
2024-11-17,156.687,7.0,4880.0,3.4586041,Sophomore Second Term
2024-11-18,273.661,14.0,8183.0,5.935538,Sophomore Second Term
2024-11-19,218.495,21.0,6563.0,4.608605,Sophomore Second Term
2024-11-20,192.22,7.0,6675.0,4.83185,Sophomore Second Term
2024-11-21,102.239,8.0,2597.0,1.84623,Sophomore Second Term
2024-11-22,171.804,12.0,4649.0,3.490001,Sophomore Second Term
2024-11-23,189.06799999999998,13.0,5889.0,4.234481,Sophomore Second Term
2024-11-24,118.46,14.0,2815.0,2.00791,Sophomore Second Term
2024-11-25,177.666,8.0,5207.0,3.75225,Sophomore Second Term
2024-11-26,333.207,20.0,8595.0,6.52098,Sophomore Second Term
2024-11-27,179.625,6.0,5551.0,4.2026900000000005,Sophomore Second Term
2024-11-28,83.989,1.0,2472.0,2.0223,Sophomore Second Term
2024-11-29,78.069,1.0,3306.0,2.39616,Sophomore Second Term
2024-11-30,49.539,8.0,1570.0,1.15889,Sophomore Second Term
2024-12-01,86.857,9.0,3513.0,2.5817883,Sophomore Second Term
2024-12-02,221.777,16.0,7054.0,5.2078,Sophomore Second Term
2024-12-03,136.617,7.0,4341.0,3.13811,Sophomore Second Term
2024-12-04,190.054,15.0,5003.0,3.7565399999999998,Sophomore Second Term
2024-12-05,219.268,7.0,6513.0,5.01938,Sophomore Second Term
2024-12-06,179.628,4.0,6575.0,4.67458,Sophomore Second Term
2024-12-07,278.236,13.0,8049.0,6.01412,Sophomore Second Term
2024-12-08,154.06,8.0,4689.0,3.480483,Sophomore Second Term
2024-12-09,204.095,18.0,5568.0,3.95493,Sophomore Second Term
2024-12-10,141.415,14.0,3221.0,2.50892,Sophomore Second Term
2024-12-11,148.344,5.0,4711.0,3.43465,Sophomore Second Term
2024-12-12,314.64300000000003,15.0,9069.0,6.669907,Sophomore Second Term
2024-12-13,223.393,9.0,6370.0,4.68823,Sophomore Second Term
2024-12-14,179.173,18.0,4968.0,3.61388,Sophomore Second Term
2024-12-15,106.786,12.0,2410.0,1.76403,Sophomore Second Term
2024-12-16,150.779,4.0,5387.0,3.78647,Sophomore Second Term
2024-12-17,207.883,17.0,5408.0,4.00378,Sophomore Second Term
2024-12-18,145.436,6.0,4973.0,3.61149,Sophomore Second Term
2024-12-19,191.667,13.0,6869.0,5.122664,Sophomore Second Term
2024-12-20,75.063,6.0,2961.0,2.2182193,Sophomore Second Term
2024-12-21,100.566,5.0,3735.0,2.81826,Sophomore Second Term
2024-12-22,135.154,13.0,4749.0,3.59049,Sophomore Second Term
2024-12-23,216.004,19.0,7337.0,5.38614,Sophomore Second Term
2024-12-24,198.156,14.0,5220.0,3.75531,Sophomore Second Term
2024-12-25,302.808,21.0,8214.0,5.967232,Sophomore Second Term
2024-12-26,178.541,9.0,5608.0,3.87317,Sophomore Second Term
2024-12-27,148.765,12.0,4366.0,3.14898,Sophomore Second Term
2024-12-28,139.566,7.0,4294.0,3.2880000000000003,Sophomore Second Term
2024-12-29,171.735,9.0,5484.0,3.94884,Sophomore Second Term
2024-12-30,116.703,11.0,2941.0,2.13729,Sophomore Second Term
2024-12-31,186.072,22.0,4417.0,3.24596,Sophomore Second Term
2025-01-01,161.113,9.0,4760.0,3.5180100000000003,Sophomore Second Term
2025-01-02,153.009,4.0,5218.0,3.76092,Sophomore Second Term
